File Name	Index	Sentence
DGAAR21000557.wav	75	맛술?
DGAAR21000557.wav	76	네.
DGAAR21000557.wav	77	맛술.
DGAAR21000557.wav	78	맛술을 갖다가 간장에 2분 1만 넣습니다.
DGAAR21000557.wav	79	간장에.
DGAAR21000557.wav	80	반컵이 아니고 반장이 2분 1만.
DGAAR21000557.wav	81	항상 양념 조미료를 안 넣었기 때문에 제가 이렇게 이게 끓으면 바르면 색깔이 또 변합니다.
DGAAR21000557.wav	82	그래서 어느 정도 따뜻할 때 이걸 담궜거든요.
DGAAR21000557.wav	83	제가 지금 이걸 조금 전에 따뜻할 때 제가 일부러 해봤어요.
DGAAR21000557.wav	84	국물 가라 놓으세요.
DGAAR21000557.wav	85	어떤가 어떤 약간 좀 심심한 그런.
DGAAR21000557.wav	86	네 심심한데요.
DGAAR21000557.wav	87	그렇죠?
DGAAR21000557.wav	88	이 국물이 똑같습니다.
DGAAR21000557.wav	89	지금 그래서 지금 끓어가지고 또 시켜가지고 넣으려면 시간이 또 걸리지 않습니까?
DGAAR21000557.wav	90	그래서 이건 그렇게 놔두고요.
DGAAR21000557.wav	91	이걸 가지고.
DGAAR21000557.wav	92	그런데 선생님 왜 이렇게 담가 두시는 거예요?
DGAAR21000557.wav	93	아, 그거는 그냥 이렇게 삶아가지고 먹는 것보다는 이 소스에다가 간을 해서 간이 들어갑니다.
DGAAR21000557.wav	94	그래서 이건 한 2시간 정도만 간을 해두면 제가 이렇게 건지지 않았습니까?
DGAAR21000557.wav	95	두 시간만 소스 담가두면 지금 삶은 그대로의 맛이 아니고 이 소스를 만드는 소스의 향이 들어가 있습니다.
DGAAR21000557.wav	96	그래서 양념이 됐다는 거죠.
DGAAR21000557.wav	97	그냥 먹는 게 아니고.
DGAAR21000557.wav	98	이게 지금 뜨거울 때 넣으면 색깔이 변하니까 정말 식혔을 때 넣는 당분입니다.
DGAAR21000557.wav	99	두 시간 정도 담가두시면.
DGAAR21000557.wav	100	그렇죠.
DGAAR21000557.wav	101	그 후에 이용을 하면 됩니다.
DGAAR21000557.wav	102	말씀하셨고요.
DGAAR21000557.wav	103	그래서 담가놓은 게 지금 이 재료거든요.
DGAAR21000557.wav	104	그래서 재료 옆에 제가 식었으니까 조금 이렇게 담가 보겠습니다.
DGAAR21000557.wav	105	어차피 간 들어갈 거니까요.
DGAAR21000557.wav	106	이렇게 해놓고요.
DGAAR21000557.wav	107	그러면 우리가 또 초밥초를 만들어야 되거든요.
DGAAR21000557.wav	108	초밥초를 만들었는데 초밥초를 만들 때마다 굉장히 질문이 많이 오니까 오늘 좀 잘 봐주세요.
DGAAR21000557.wav	109	왜냐하면 너무 많이 만들면 낭비잖아요.
DGAAR21000557.wav	110	조금 만들어가지고 한번 만들어 보고 잘 만들어졌을 때 이걸 또 만드시면 됩니다.
DGAAR21000557.wav	111	저희는 국자를 기준으로 해서 만들어 보겠습니다.
DGAAR21000557.wav	112	제가 국자를 기준으로 하는데 소금을 넣는데 굉장히 애매합니다.
DGAAR21000557.wav	113	제가 일부러 지금 보는 데서 이렇게.
DGAAR21000557.wav	114	정확하게.
DGAAR21000557.wav	115	정확하게.
DGAAR21000557.wav	116	국자가 아닌 똑같은 그릇도 되잖아요.
DGAAR21000557.wav	117	그렇죠?
DGAAR21000557.wav	118	그렇죠.
DGAAR21000557.wav	119	숟가락도 되고요.
DGAAR21000557.wav	120	하나 넣습니다.
DGAAR21000557.wav	121	하나를 넣고요.
DGAAR21000557.wav	122	다음에 식용식초입니다.
DGAAR21000557.wav	123	이거는.
DGAAR21000557.wav	124	다른 식초 넣지 마시고 식용식초입니다.
DGAAR21000557.wav	125	하나.
DGAAR21000557.wav	126	둘.
DGAAR21000557.wav	127	설탕은 백설탕 황설탕이 아닙니다
DGAAR21000557.wav	128	건강에 좋다고 그러신지 몰라도 자꾸 황설탕 드시면 안되고 여기는 백설탕을 넣으셔야 합니다
DGAAR21000557.wav	129	자 이렇게 깎아서 1,2,3 정확하게 제가 1,2,3 그래서 쉽게 좀 들 수 있는 말 아닙니까
DGAAR21000557.wav	130	1,2,3 이렇게 해서 한번 져준 다음에 배합이 되지 않습니까
DGAAR21000557.wav	131	약한 불에다가 녹여야 합니다
DGAAR21000557.wav	132	불이 강하면 금방 녹히기 위해서 지금 보세요.
DGAAR21000557.wav	133	소금이나 설탕이 배안만 되죠.
DGAAR21000557.wav	134	안 녹거든요.
DGAAR21000557.wav	135	이걸 그냥 사용하시면 안 돼요.
DGAAR21000557.wav	136	지금 보세요.
DGAAR21000557.wav	137	설탕이니까.
DGAAR21000557.wav	138	그래서 약한 불에다가 주문자분들 이거 하실 때는 다른 일 하지 마시고 여기만 신경 하셔가지고 저어주면 약한 불에 저어주시면 절대로 끓어서 안 됩니다.
DGAAR21000557.wav	139	녹을 정도만.
DGAAR21000557.wav	140	그렇죠.
DGAAR21000557.wav	141	녹을 정도로만 저어주고 보면 여기 맑은 물이 됩니다.
DGAAR21000557.wav	142	처음부터 넣지 마시고 지금 자꾸 녹아지죠?
DGAAR21000557.wav	143	제가 넣어볼게요.
DGAAR21000557.wav	144	넣고요.
DGAAR21000557.wav	145	배합초에다 다시마를.
DGAAR21000557.wav	146	잘 녹죠?
DGAAR21000557.wav	147	잘 녹아지네요.
DGAAR21000557.wav	148	잘 녹아지네요.
DGAAR21000557.wav	149	조금만 더 녹으면 되겠습니다.
DGAAR21000557.wav	150	그래서 금방 녹으니까 이거는.
DGAAR21000557.wav	151	그래서 이제 밥을 갖다가 이 초밥을 할 때는 또 밥이 딱 꺼내야 됩니다.
DGAAR21000557.wav	152	따세요.
DGAAR21000557.wav	153	따세요.
DGAAR21000557.wav	154	밥이 찬 밥에는 이게 절대로.
DGAAR21000557.wav	155	스며들지 않으니까.
DGAAR21000557.wav	156	그렇죠.
DGAAR21000557.wav	157	스며들지 않아서.
DGAAR21000557.wav	158	너무 많은 걸 배웠어.
DGAAR21000557.wav	159	선생님 옆에 있어서.
DGAAR21000557.wav	160	다 녹았습니다.
DGAAR21000557.wav	161	다 녹았다고요.
DGAAR21000557.wav	162	다 녹았습니다.
DGAAR21000557.wav	163	자, 이렇게 녹으면 레몬을 갖다가 조금 잘라서 레몬을 접을 짜놓습니다.
DGAAR21000557.wav	164	그런데 사실 식초가 들어가서 새콤한 그런 상태인데도 또 레몬을 넣는 거니까.
DGAAR21000557.wav	165	그렇죠.
DGAAR21000557.wav	166	왜냐하면 레몬이 향식료니까.
DGAAR21000557.wav	167	지금 맛을 보시면 새콤할 것 같은데 또 짠맛도 나고 단맛도 같이 나옵니다.
DGAAR21000557.wav	168	밥이 지금 따끈따끈하네요.
DGAAR21000557.wav	169	이것만 해도 만들 수 있을 것 같아요.
DGAAR21000557.wav	170	보통 우리가 보면 양을, 천물을 어느 정도 배합을 해야 되느냐 그걸 굉장히 중요하게.
DGAAR21000557.wav	171	이 정도면 지금 공기밥 두 공기 정도 됩니다.
DGAAR21000557.wav	172	두 공기요?
DGAAR21000557.wav	173	네, 두 공기예요.
DGAAR21000557.wav	174	그렇죠?
DGAAR21000557.wav	175	두 공기에 제가 한번 해볼게요.
DGAAR21000557.wav	176	큰 수저 한 수저를 넣고 제가 두 수저를 넣습니다.
DGAAR21000557.wav	177	이 정도면 이렇게 밥이 골고루 배합이 됩니다.
DGAAR21000557.wav	178	보세요.
DGAAR21000557.wav	179	지금 이렇게 밥이 촉촉하게 젖어지네요.
DGAAR21000557.wav	180	이렇게 풀어지지 않습니까?
DGAAR21000557.wav	181	밥이.
DGAAR21000557.wav	182	풀어들 때 지금 밥이 뜨거우니까 풀어지는데 이게 찬밥이면 안 풀어지죠.
DGAAR21000557.wav	183	이런 현상이 나오고요.
DGAAR21000557.wav	184	이 초밥초는 만들어뒀다가 냉장 넣지 않고 두고두고 사용을 해도 전혀 괜찮고요.
DGAAR21000557.wav	185	현이 날라가지 않을까요?
DGAAR21000557.wav	186	뚜껑을 딱 닫아서 뚜껑 닫아서 드시고요 또 이거를 밥을 배합을 할 때 저을 때 있잖아요 부채가 있다면 부채를 살짝 살짝 부쳐주면 되고 또 그러지 않으면 선풍기를 틀어놓고 약간 부치도 되고 빨리 할 때는 그렇게 하고요
DGAAR21000557.wav	187	급하지 않으면 자동적으로 한번 저어주면 금방 식으면서 되는데 너무 식으면 만들기가 어렵습니다
DGAAR21000557.wav	188	그러니까 맛이 없고 사람 체온 정도 낫다 할 때 한번 시켜볼까요?
DGAAR21000557.wav	189	자 그러면 제가 물을 조금 준비했는데요.
DGAAR21000557.wav	190	항상 초밥을 만들 때는 물이 조금씩 있어야 되고요.
DGAAR21000557.wav	191	제가 레몬을 조금만 물에 띄웁니다.
DGAAR21000557.wav	192	왜냐하면 제 손이 요리할 때 소금을 넣는 경우도 있었잖아요.
DGAAR21000557.wav	193	저는 소금을 넣지는 않고 레몬을 넣습니다.
DGAAR21000557.wav	194	레몬을 넣는 이유는 조금 전에도 초밥초를 만들었지만 향이 들어가 있지 않습니까?
DGAAR21000557.wav	195	제 손에서도 향이 나요.
DGAAR21000557.wav	196	손으로 만지기 때문에.
DGAAR21000557.wav	197	소독도 하고.
DGAAR21000557.wav	198	그렇게 되고요.
DGAAR21000557.wav	199	밥알이 붙지 않으라고 또 이렇게 하기도 하고요.
DGAAR21000557.wav	200	두 가지고요.
DGAAR21000557.wav	201	살짝 많이 식은 것 같아요.
DGAAR21000557.wav	202	그렇죠.
DGAAR21000557.wav	203	그러면 어떻게 만드는가를 한번 보시고요.
DGAAR21000557.wav	204	오늘 초밥전 만드는 거 확실하게 배우셨나 모르시겠습니다.
DGAAR21000557.wav	205	배웠습니다.
DGAAR21000557.wav	206	살짝 조금만 짭니다.
DGAAR21000557.wav	207	조금만 짜가지고.
DGAAR21000557.wav	208	도마 위에다 놓고요.
DGAAR21000557.wav	209	밥을 조금 덜 식었나?
DGAAR21000557.wav	210	따뜻하네요.
DGAAR21000557.wav	211	초밥을 만들려면 제가 만드는 것도 만드는 거죠.
DGAAR21000557.wav	212	주부님들이 이걸 보시고요.
DGAAR21000557.wav	213	한번 만들어 보세요.
DGAAR21000557.wav	214	이렇게 모양을 잡아가지고 놓고 조그맣게 밥하고 비율도 맞아야 되거든요.
DGAAR21000557.wav	215	이런 식으로 몇 개를 할까?
DGAAR21000557.wav	216	많이 만들까요?
DGAAR21000557.wav	217	그런데 저희가 오늘 같은 경우 두루부로 사용을 하고 있잖아요.
DGAAR21000557.wav	218	두루 외에 또 우리가 응용할 수 있는 것들도 많이 있을 것 같아요. 뭘 어떤 야채로.
DGAAR21000557.wav	219	그렇죠.
DGAAR21000557.wav	220	야채로 한다면 브로콜리도 괜찮고요.
DGAAR21000557.wav	221	브로콜리도요.
DGAAR21000557.wav	222	네.
DGAAR21000557.wav	223	송이 같은 거 있죠.
DGAAR21000557.wav	224	아.
DGAAR21000557.wav	225	맞아요.
DGAAR21000557.wav	226	송이버섯.
DGAAR21000557.wav	227	그다음에 표고버섯도 이용할 수 있고 팽이 같은 거.
DGAAR21000557.wav	228	여기에 수입해오는 아보카도라는 것도 있잖아요.
DGAAR21000557.wav	229	그런 것도 뭐 이렇게 해 먹을 수 있습니다만 너무 강하면.
DGAAR21000557.wav	230	자, 고추냉이를 이렇게 골고루 바릅니다.
DGAAR21000557.wav	231	제가.
DGAAR21000557.wav	232	자, 바르고.
DGAAR21000557.wav	233	그리고 나서.
DGAAR21000557.wav	234	이 작은 것은 두 개를 이용을 하고요.
DGAAR21000557.wav	235	네.
DGAAR21000557.wav	236	용을 하고 김띠를 이렇게 갖다가 둘러줍니다.
DGAAR21000557.wav	237	아...
DGAAR21000557.wav	238	자, 이렇게, 이렇게 둘러주죠.
DGAAR21000557.wav	239	올려볼까요?
DGAAR21000557.wav	240	네, 올려놓고요.
DGAAR21000557.wav	241	예...
DGAAR21000557.wav	242	그러면 이게 좀 크다 싶으면, 크다 싶으면 하나만 올려놓고, 그죠?
DGAAR21000557.wav	243	역시.
DGAAR21000557.wav	244	물기를 갖다가 없애야만이 되지, 물기가 있으면 발부터 부서지거든요.
DGAAR21000557.wav	245	음...
DGAAR21000557.wav	246	예, 이렇게 이제 모양을 만들어 놓을 수가 있는데요.
DGAAR21000557.wav	247	이걸 만들으니까 봄 냄새가 그냥 풀풀 나는 것 같죠.
DGAAR21000557.wav	248	자꾸 만들면 시간 가는 줄 모르고 계속 만들 수도 있습니다.
DGAAR21000557.wav	249	그렇죠.
DGAAR21000557.wav	250	4개 만들었고요.
DGAAR21000557.wav	251	하나 또 맛보셔야 되는데 이건 간장을 찍어서 맛을 보셔야 돼요.
DGAAR21000557.wav	252	또.
DGAAR21000557.wav	253	그래요.
DGAAR21000557.wav	254	드시는 게 또 그냥 먹는 게 아니고 초밥이라는 개념은 간장을 조금 찍어야 되거든요.
DGAAR21000557.wav	255	항상 요리를 이렇게 해서 먹을 때 보면 나를 위한 요리 같아요.
DGAAR21000557.wav	256	어쨌든 감사합니다.
DGAAR21000557.wav	257	저는 맨날 칭찬받으니까 좋고요.
DGAAR21000557.wav	258	왜?
DGAAR21000557.wav	259	저는 두릅을 좋아하거든요.
DGAAR21000557.wav	260	아 그러세요?
DGAAR21000557.wav	261	야채라도 얼마든지 초밥을 응용할 수 있다는 겁니다.
DGAAR21000557.wav	262	계절에 따라서.
DGAAR21000557.wav	263	두릅은 처음 먹었어요.
DGAAR21000557.wav	264	올해. 아 그렇죠?
DGAAR21000557.wav	265	두릅 여러분들 향 그거 알고 계시죠?
DGAAR21000557.wav	266	본래의 향 그 향은 정말 잘 삶으셨기 때문에 그대로 배어있고요.
DGAAR21000557.wav	267	고추냉이도 매콤한 맛과 삶을 때 아까 밑둥치를 제가 먼저 하지 않았습니까?
DGAAR21000557.wav	268	그걸 조금 조심하셔야 되고요.
DGAAR21000557.wav	269	지금 먹어보니까 밑둥하고 윗부분하고 삶았던 게 똑같아요.
DGAAR21000557.wav	270	그러니까 그 비결이죠.
DGAAR21000557.wav	271	미리 밑둥부터 한 1, 2분 정도 삶은 다음에 삶은 다음에 같이 하는 거 잊어버리지 마시고요.
DGAAR21000557.wav	272	자연산 두릅이 나오니까 그때 많이 이용하시면 저렴한 가격으로 식탁에 얼려놓을 수가 있죠
DGAAR21000557.wav	273	두릅에 사실 먹다 보면 가시 같은 게 있는데 얼마나 잘 삶으셨는지 그 가시의 거꾸로움도 부드러움으로 느껴지네요
DGAAR21000557.wav	274	자연산 두릅으로 초밥을 만들어 봤습니다
DGAAR21000557.wav	275	역시 왕이십니다요
DGAAR21000557.wav	276	감사합니다
DGAAR21000557.wav	277	두 번째 요리는요?
DGAAR21000557.wav	278	두 번째 요리는 제가 볶음다고 했었어요
DGAAR21000557.wav	279	우동을 아까 우동을 어떻게 볶냐고 그랬죠?
DGAAR21000557.wav	280	한번 볶아 보겠습니다.
DGAAR21000557.wav	281	그래요.
DGAAR21000557.wav	282	그런데 재료를 보고 나서 볶아야죠.
DGAAR21000557.wav	283	지금 재료가 없기 때문에.
DGAAR21000557.wav	284	그렇죠.
DGAAR21000557.wav	285	우동을 냈습니다.
DGAAR21000557.wav	286	재료 봅니다.
DGAAR21000557.wav	287	우동을 꼭 삶아서 국수로 먹어야 되느냐.
DGAAR21000557.wav	288	그것이 아닙니다.
DGAAR21000557.wav	289	오늘 확실히 보여드리겠습니다.
DGAAR21000557.wav	290	그렇죠?
DGAAR21000557.wav	291	잘 모르겠는데요.
DGAAR21000557.wav	292	자, 그럼 볶음 우동을 하기 위해서 이렇게 준비가 되어 있는데요.
DGAAR21000557.wav	293	뭐부터 손질을 봐야 되는 건가요?
DGAAR21000557.wav	294	재료 손질을 해야 되겠는데요.
DGAAR21000557.wav	295	여기 지금 고기하고 여러 가지 종류가 있는데요.
DGAAR21000557.wav	296	야채.
DGAAR21000557.wav	297	소고기도 결이 좀 있습니다.
DGAAR21000557.wav	298	그렇죠?
DGAAR21000557.wav	299	결 반대 방향으로 썰어주면 부드러워지죠.
DGAAR21000557.wav	300	아주 곱게 제가 국숫가락 정도 굵기로 썰고 있습니다.
DGAAR21000557.wav	301	고기를 너무 많이 넣으면 맛이 없습니다. 고기를 조금만 준비하고 맛도 좋지만 또 비싸잖아요.
DGAAR21000557.wav	302	고기가.
DGAAR21000557.wav	303	그렇지 않나요?
DGAAR21000557.wav	304	이렇게 하고 피망을 다이간에 물로 깨끗하게 씻은 건데요.
DGAAR21000557.wav	305	씻었지만 또 제가 이렇게 씻어놓고 어느 모양으로 썰어요?
DGAAR21000557.wav	306	이렇게 채를 썰어야 돼요.
DGAAR21000557.wav	307	피망도 역시 채를 썰어요.
DGAAR21000557.wav	308	채를 이렇게 볶고 이렇게 쓸면 되는데 위험하지, 그렇죠?
DGAAR21000557.wav	309	그래서 이렇게 놓고 보세요.
DGAAR21000557.wav	310	이렇게 채를 쓰면 됩니다.
DGAAR21000557.wav	311	선생님은 정말... 습말들이지 않습니까?
DGAAR21000557.wav	312	제가 조금 쓸어놨고요.
DGAAR21000557.wav	313	그다음에 표고버섯도 밑등을 자르고 이것도 역시 채를 썰습니다.
DGAAR21000557.wav	314	우리가 죽순이 있으면 죽순을 좀 넣어도 되고요.
DGAAR21000557.wav	315	재료는 자기가 좋아하는 야채 구하기 쉬운 걸로 하면 됩니다.
DGAAR21000557.wav	316	제가 이거 한다고 똑같은 걸 하지 마시고요.
DGAAR21000557.wav	317	이렇게 제가 썰어놓고 당근도 역시 채를 썰 건가요?
DGAAR21000557.wav	318	당근도 채를 썰 겁니다.
DGAAR21000557.wav	319	보세요.
DGAAR21000557.wav	320	이렇게 얇게 조금만 하면 되겠죠.
DGAAR21000557.wav	321	그렇죠.
DGAAR21000557.wav	322	이것도 채를 씁니다.
DGAAR21000557.wav	323	제가 이렇게 빨리 쓴다고 빨리 쓰지 마시고요.
DGAAR21000557.wav	324	천천히 쓰시지 마세요.
DGAAR21000557.wav	325	선생님 정도의 실력이 되면 저도 빨리 썰고 싶어요.
DGAAR21000557.wav	326	이렇게 해서 준비를 됐는데요.
DGAAR21000557.wav	327	우동을 삶은 건데요.
DGAAR21000557.wav	328	우동 삶는 건 어때요, 선생님?
DGAAR21000557.wav	329	우리가 지난 시간에 메밀을 한번 삶아봤거든요.
DGAAR21000557.wav	330	삶았죠?
DGAAR21000557.wav	331	메밀 삶는 것과 같은 것.
DGAAR21000557.wav	332	똑같은 현상입니다.
DGAAR21000557.wav	333	그런데 시간이 좀 더 걸린다는 것뿐이죠.
DGAAR21000557.wav	334	그래서 보통 우리가 물 세 번만 끓어오르면 모미를 삶았지 않습니까?
DGAAR21000557.wav	335	네, 메밀은.
DGAAR21000557.wav	336	그런데 우동 같은 경우는 한 8번.
DGAAR21000557.wav	337	8번까지 찬물을 한 번씩 부어줘야 된다는 거죠?
DGAAR21000557.wav	338	불을 끓여오를 때마다?
DGAAR21000557.wav	339	확실히 면이 굵어요.
DGAAR21000557.wav	340	그래서 또 그렇습니다.
DGAAR21000557.wav	341	재료 준비는 다 됐고요.
DGAAR21000557.wav	342	이제 계란을 가지고 이용을 해야 되는데요.
DGAAR21000557.wav	343	계란을 또 못하는지 궁금하죠?
DGAAR21000557.wav	344	조금은 기다리시면 궁금증이 풀립니다.
DGAAR21000557.wav	345	여기에다가 제가 물을 넣습니다.
DGAAR21000557.wav	346	다시물 1큰술.
DGAAR21000557.wav	347	제가 계란 하나에 1큰술씩 넣습니다.
DGAAR21000557.wav	348	2큰술 넣고요.
DGAAR21000557.wav	349	여기에다가 소금을 많이 넣으면 안됩니다.
DGAAR21000557.wav	350	작은 티지로 반술.
DGAAR21000557.wav	351	짜면 안되니까 조금.
DGAAR21000557.wav	352	이렇게 젓가락으로 계란을 풀죠.
DGAAR21000557.wav	353	보통 우리가 집에서 계란말이라든가 할 때 그냥 계란으로 많이 하죠.
DGAAR21000557.wav	354	물을 조금씩 부어야 부드럽고 잘 말아져요.
DGAAR21000557.wav	355	우리가 집에서 계란말이 했을 때 이렇게 말아서 잘 부서지는 경향이 있어요.
DGAAR21000557.wav	356	좀 딱딱하고.
DGAAR21000557.wav	357	물을 부지 않았기 때문에.
DGAAR21000557.wav	358	물을 부어야 된다.
DGAAR21000557.wav	359	물을 부어야 부드럽습니다.
DGAAR21000557.wav	360	잘 말아지고.
DGAAR21000557.wav	361	네.
DGAAR21000557.wav	362	이렇게 해서.
DGAAR21000557.wav	363	저는 그냥 채에 갇힐 줄만 알았지.
DGAAR21000557.wav	364	이렇게 물을 부어야 된다는 거는 몰랐어요.
DGAAR21000557.wav	365	물을 좀 부셔야 이게 부드러워지게 됩니다.
DGAAR21000557.wav	366	싹 가라앉으면?
DGAAR21000557.wav	367	가라앉죠.
DGAAR21000557.wav	368	제가 가라앉았습니다.
DGAAR21000557.wav	369	이렇게 가라앉고, 여기다가 제가 한 방울 떨어뜨려 볼게요.
DGAAR21000557.wav	370	많이 넣지 마시고요.
DGAAR21000557.wav	371	되겠습니까?
DGAAR21000557.wav	372	그렇죠.
DGAAR21000557.wav	373	이렇게 넣고, 불 앞에 이렇게 돌려줘야 됩니다.
DGAAR21000557.wav	374	그래야 이게 골고루, 그렇죠?
DGAAR21000557.wav	375	빈 공간들을 채워 나가면서 다 익었다 싶으면 다시 제가 조금 더 토마하게 부수느라고 계란을 두개를 깼거든요
DGAAR21000557.wav	376	물이 들어가 있기 때문에 자연스럽게 흐르네요
DGAAR21000557.wav	377	그렇죠
DGAAR21000557.wav	378	흐르죠
DGAAR21000557.wav	379	물이 안들어가면 흐르지 않습니다
DGAAR21000557.wav	380	한꺼번에 다 붓고 하는 것이 아니라 이쪽 분이 조금 약한 것 같죠
DGAAR21000557.wav	381	이렇게 돌아가면서 골고루 색깔도 유지해주지 않습니까?
DGAAR21000557.wav	382	이러다 보면 두께 같은 건 확실하게 조절을 할 수가 있겠어요.
DGAAR21000557.wav	383	그렇죠.
DGAAR21000557.wav	384	그래서 물이 좀 필요한 거고요.
DGAAR21000557.wav	385	다 된 것 같죠?
DGAAR21000557.wav	386	달걀 하나에 한 큰술의 물을 넣고 소금을 살짝 넣고 한 번 채 걸러서 해주면 예를 들어 조금 더 얇게 하려면 물을 조금 더 넣어도 괜찮습니다.
